kind,name,molecular_formula,SMILES,pubchem_cid,InChI,InChIKey,total_exact_mass,exact_mass,instrument,instrument_type,ms_level,ionization,ionization_mode,spectrum,score
biological,"Methyl isovanillate, TMS derivative",C12H18O4Si,O=C(OC)C1=CC=C(OC)C(O[Si](C)(C)C)=C1,,"InChI=1S/C12H18O4Si/c1-14-10-7-6-9(12(13)15-2)8-11(10)16-17(3,4)5/h6-8H,1-5H3",KBCFBQHJWCDVHH-UHFFFAOYSA-N,254.097435586,,,,MS1,,positive,"[(15.0, 1.8), (27.0, 2.0), (43.0, 0.7), (44.0, 0.7), (51.0, 0.2), (55.0, 0.1), (58.0, 8.3), (59.0, 2.9), (60.0, 1.0), (63.0, 1.6), (65.0, 0.3), (66.0, 0.6), (69.0, 0.4), (72.0, 1.1), (73.0, 79.5), (74.0, 11.9), (75.0, 3.8), (76.0, 1.7), (77.0, 0.1), (78.0, 0.5), (79.0, 0.6), (80.0, 0.4), (81.0, 1.6), (82.0, 0.7), (86.0, 0.6), (89.0, 4.3), (90.0, 3.8), (91.0, 6.7), (92.0, 1.7), (94.0, 0.2), (99.0, 1.1), (100.0, 0.3), (101.0, 0.7), (102.0, 1.3), (103.0, 0.1), (104.0, 0.7), (106.0, 7.8), (107.0, 1.6), (108.0, 0.7), (113.0, 0.5), (114.0, 4.0), (115.0, 1.0), (116.0, 0.2), (120.0, 1.1), (122.0, 0.9), (125.0, 1.2), (126.0, 1.2), (127.0, 1.3), (128.0, 0.1), (129.0, 0.4), (134.0, 1.1), (135.0, 2.6), (136.0, 0.2), (138.0, 0.6), (139.0, 1.3), (140.0, 0.1), (143.0, 0.6), (150.0, 5.2), (151.0, 2.2), (152.0, 1.4), (153.0, 0.2), (155.0, 0.6), (162.0, 0.5), (164.0, 2.3), (165.0, 10.6), (166.0, 2.0), (167.0, 1.6), (168.0, 0.8), (169.0, 0.1), (177.0, 0.5), (178.0, 0.6), (179.0, 1.2), (180.0, 10.7), (181.0, 2.2), (182.0, 0.5), (192.0, 1.1), (193.0, 4.2), (194.0, 2.4), (195.0, 72.6), (196.0, 13.3), (197.0, 3.7), (198.0, 0.4), (207.0, 1.1), (208.0, 2.5), (209.0, 8.6), (210.0, 2.4), (211.0, 3.5), (212.0, 1.1), (213.0, 0.2), (222.0, 1.1), (223.0, 22.5), (224.0, 21.2), (225.0, 5.7), (226.0, 1.2), (227.0, 0.2), (237.0, 2.8), (238.0, 11.9), (239.0, 47.9), (240.0, 10.4), (241.0, 2.7), (242.0, 0.3), (252.0, 3.3), (253.0, 20.4), (254.0, 100.0), (255.0, 19.1), (256.0, 5.5), (257.0, 0.6)]",3.5714285714285716
biological,"6-Ethoxypurine, TMS derivative",C10H16N4OSi,N=1C=NC2=C(N=CN2[Si](C)(C)C)C1OCC,,"InChI=1S/C10H16N4OSi/c1-5-15-10-8-9(11-6-12-10)14(7-13-8)16(2,3)4/h6-7H,5H2,1-4H3",WZRIYGZDKYGRBC-UHFFFAOYSA-N,236.10933766199997,,,,MS1,,positive,"[(15.0, 0.2), (27.0, 1.5), (28.0, 1.0), (29.0, 30.5), (30.0, 0.6), (40.0, 0.3), (41.0, 0.6), (43.0, 2.7), (44.0, 0.5), (53.0, 0.5), (54.0, 0.3), (56.0, 0.3), (57.0, 3.2), (58.0, 6.2), (59.0, 1.6), (60.0, 0.2), (65.0, 0.4), (67.0, 0.6), (68.0, 0.4), (69.0, 0.6), (71.0, 0.5), (72.0, 1.4), (73.0, 100.0), (74.0, 8.7), (75.0, 3.5), (76.0, 0.1), (79.0, 0.3), (82.0, 0.1), (83.0, 0.7), (84.0, 0.6), (85.0, 0.7), (86.0, 0.2), (91.0, 0.2), (92.0, 0.5), (93.0, 0.3), (95.0, 0.1), (97.0, 0.1), (98.0, 1.4), (99.0, 1.5), (100.0, 6.4), (101.0, 0.6), (102.0, 0.2), (103.0, 0.3), (107.0, 0.1), (110.0, 0.7), (112.0, 0.4), (113.0, 0.2), (114.0, 0.5), (115.0, 0.6), (118.0, 0.4), (122.0, 0.3), (123.0, 0.6), (124.0, 0.1), (125.0, 0.4), (126.0, 0.1), (127.0, 0.3), (133.0, 0.2), (134.0, 0.1), (137.0, 0.3), (138.0, 1.6), (139.0, 0.5), (140.0, 0.1), (150.0, 0.6), (152.0, 2.4), (153.0, 2.0), (154.0, 0.3), (161.0, 0.3), (163.0, 0.3), (164.0, 1.4), (165.0, 2.4), (166.0, 0.3), (167.0, 0.4), (176.0, 0.3), (177.0, 1.0), (178.0, 0.2), (179.0, 1.2), (180.0, 1.7), (181.0, 0.7), (182.0, 0.1), (191.0, 2.4), (192.0, 2.6), (193.0, 1.1), (194.0, 0.8), (195.0, 0.1), (203.0, 0.3), (205.0, 1.0), (206.0, 4.6), (207.0, 9.4), (208.0, 4.6), (209.0, 1.2), (210.0, 0.2), (219.0, 1.6), (220.0, 5.7), (221.0, 11.1), (222.0, 2.9), (223.0, 0.6), (234.0, 0.3), (235.0, 6.4), (236.0, 50.3), (237.0, 9.0), (238.0, 2.4), (239.0, 0.2)]",3.5714285714285716
biological,"exo-Norborneol, TMS derivative",C10H20OSi,O(C1CC2CCC1C2)[Si](C)(C)C,,"InChI=1S/C10H20OSi/c1-12(2,3)11-10-7-8-4-5-9(10)6-8/h8-10H,4-7H2,1-3H3",RABNXRYTRXOHQN-UHFFFAOYSA-N,184.12834178999998,,,,MS1,,positive,"[(15.0, 0.9), (25.0, 0.1), (27.0, 2.4), (28.0, 0.1), (29.0, 1.7), (31.0, 0.1), (39.0, 3.3), (40.0, 0.6), (41.0, 6.3), (42.0, 0.2), (53.0, 1.4), (54.0, 0.2), (55.0, 0.8), (57.0, 0.5), (58.0, 1.5), (59.0, 0.1), (60.0, 0.2), (65.0, 0.4), (66.0, 1.0), (67.0, 4.3), (68.0, 0.5), (69.0, 0.3), (70.0, 0.3), (72.0, 0.2), (73.0, 7.9), (74.0, 1.7), (75.0, 0.9), (79.0, 1.0), (80.0, 1.4), (84.0, 0.2), (86.0, 0.1), (89.0, 2.6), (90.0, 0.3), (91.0, 0.1), (92.0, 0.1), (94.0, 1.4), (95.0, 100.0), (96.0, 7.9), (97.0, 0.2), (99.0, 0.2), (101.0, 0.2), (103.0, 0.2), (113.0, 0.2), (114.0, 1.6), (115.0, 0.4), (116.0, 0.3), (126.0, 0.2), (127.0, 0.8), (128.0, 2.1), (129.0, 0.2), (139.0, 0.5), (140.0, 0.3), (141.0, 0.3), (142.0, 0.9), (143.0, 12.6), (144.0, 2.3), (145.0, 0.6), (153.0, 0.2), (154.0, 2.3), (155.0, 0.5), (156.0, 1.1), (157.0, 0.1), (167.0, 0.5), (168.0, 2.5), (169.0, 9.7), (170.0, 1.5), (171.0, 0.4), (182.0, 0.2), (183.0, 4.7), (184.0, 29.7), (185.0, 4.9), (186.0, 1.4), (187.0, 0.2)]",3.5714285714285716
biological,"Resorcinol, TMS derivative",C9H14O2Si,OC1=CC=CC(O[Si](C)(C)C)=C1,,"InChI=1S/C9H14O2Si/c1-12(2,3)11-9-6-4-5-8(10)7-9/h4-7,10H,1-3H3",YEMFMDBPQCCXNP-UHFFFAOYSA-N,182.076306218,,,,MS1,,positive,"[(15.0, 1.0), (25.0, 0.4), (26.0, 0.3), (27.0, 1.1), (28.0, 0.6), (29.0, 1.2), (38.0, 0.7), (39.0, 2.4), (41.0, 0.4), (42.0, 1.0), (43.0, 8.0), (44.0, 0.2), (50.0, 1.2), (51.0, 10.9), (52.0, 0.4), (53.0, 0.7), (54.0, 1.7), (55.0, 1.9), (56.0, 0.7), (58.0, 19.5), (59.0, 2.1), (60.0, 2.7), (61.0, 0.2), (63.0, 0.7), (64.0, 2.0), (65.0, 0.1), (66.0, 1.5), (67.0, 12.8), (68.0, 1.2), (72.0, 1.6), (73.0, 71.4), (74.0, 9.4), (75.0, 7.2), (76.0, 0.5), (79.0, 0.7), (81.0, 0.5), (84.0, 2.8), (85.0, 1.0), (86.0, 0.8), (89.0, 2.4), (90.0, 1.1), (91.0, 0.9), (92.0, 5.5), (93.0, 54.1), (94.0, 3.5), (95.0, 0.2), (98.0, 0.2), (99.0, 1.5), (100.0, 0.1), (105.0, 0.7), (107.0, 1.1), (108.0, 1.5), (109.0, 2.6), (110.0, 1.6), (111.0, 0.1), (114.0, 2.8), (115.0, 0.2), (116.0, 0.1), (120.0, 0.7), (121.0, 0.1), (124.0, 0.7), (126.0, 0.7), (135.0, 1.4), (137.0, 16.8), (138.0, 4.8), (139.0, 1.7), (140.0, 0.2), (142.0, 0.7), (149.0, 0.7), (151.0, 0.7), (152.0, 22.1), (153.0, 5.6), (154.0, 1.3), (155.0, 0.2), (156.0, 0.7), (164.0, 0.7), (165.0, 1.5), (166.0, 10.1), (167.0, 72.6), (168.0, 10.8), (169.0, 3.3), (170.0, 0.3), (180.0, 0.7), (181.0, 10.6), (182.0, 100.0), (183.0, 15.0), (184.0, 4.7), (185.0, 0.4)]",3.5714285714285716
biological,"4'-Methoxyacetophenone oxime, TMS derivative",C12H19NO2Si,N(O[Si](C)(C)C)=C(C1=CC=C(OC)C=C1)C,,"InChI=1S/C12H19NO2Si/c1-10(13-15-16(3,4)5)11-6-8-12(14-2)9-7-11/h6-9H,1-5H3/b13-10+",GYMYUGNWFTVHNC-JLHYYAGUSA-N,237.11850537799998,,,,MS1,,positive,"[(15.0, 6.5), (17.0, 0.2), (27.0, 0.2), (39.0, 0.6), (41.0, 0.8), (42.0, 1.7), (43.0, 0.4), (45.0, 0.2), (50.0, 0.2), (51.0, 1.5), (52.0, 0.7), (53.0, 0.2), (54.0, 0.3), (55.0, 0.3), (56.0, 0.1), (57.0, 0.6), (58.0, 4.2), (59.0, 0.2), (60.0, 0.1), (61.0, 0.2), (62.0, 0.3), (63.0, 0.5), (64.0, 1.4), (65.0, 1.0), (66.0, 1.5), (67.0, 0.8), (69.0, 0.6), (73.0, 5.4), (74.0, 7.8), (75.0, 2.3), (76.0, 2.1), (77.0, 0.8), (78.0, 0.7), (81.0, 0.3), (88.0, 0.4), (89.0, 8.8), (90.0, 2.8), (91.0, 2.4), (92.0, 9.0), (93.0, 0.6), (99.0, 0.2), (100.0, 0.9), (103.0, 0.6), (104.0, 0.7), (105.0, 0.5), (106.0, 2.2), (107.0, 27.2), (108.0, 3.4), (109.0, 0.2), (113.0, 0.3), (115.0, 0.3), (116.0, 0.6), (117.0, 1.3), (118.0, 1.6), (119.0, 0.4), (122.0, 0.3), (131.0, 0.1), (132.0, 0.9), (133.0, 15.5), (134.0, 1.8), (135.0, 0.3), (146.0, 1.0), (147.0, 3.7), (148.0, 100.0), (149.0, 11.0), (150.0, 0.7), (155.0, 0.4), (162.0, 0.3), (163.0, 0.2), (166.0, 0.3), (177.0, 0.3), (181.0, 0.3), (192.0, 1.2), (193.0, 0.1), (194.0, 0.3), (196.0, 0.3), (204.0, 0.3), (206.0, 0.6), (207.0, 2.8), (208.0, 0.4), (209.0, 0.1), (220.0, 0.9), (221.0, 1.0), (222.0, 4.1), (223.0, 1.0), (224.0, 0.2), (235.0, 1.1), (236.0, 10.9), (237.0, 39.5), (238.0, 7.6), (239.0, 2.0), (240.0, 0.2)]",3.5714285714285716
biological,"2-Aminophenol, TMS derivative",C9H15NOSi,O(C=1C=CC=CC1N)[Si](C)(C)C,,"InChI=1S/C9H15NOSi/c1-12(2,3)11-9-7-5-4-6-8(9)10/h4-7H,10H2,1-3H3",VASQIQBISAZVJR-UHFFFAOYSA-N,181.09229063,,,,MS1,,positive,"[(15.0, 2.0), (27.0, 1.0), (29.0, 0.1), (30.0, 0.3), (39.0, 0.6), (40.0, 0.1), (41.0, 0.6), (42.0, 1.1), (45.0, 0.4), (50.0, 0.6), (51.0, 1.6), (52.0, 0.8), (53.0, 1.9), (54.0, 0.6), (57.0, 2.0), (58.0, 7.6), (59.0, 1.4), (60.0, 0.3), (62.0, 0.1), (63.0, 0.9), (64.0, 0.7), (65.0, 1.3), (66.0, 5.4), (67.0, 0.4), (72.0, 1.8), (73.0, 54.4), (74.0, 8.4), (75.0, 5.9), (76.0, 4.7), (77.0, 0.4), (80.0, 0.8), (82.0, 0.3), (89.0, 0.9), (90.0, 2.6), (91.0, 3.5), (92.0, 48.0), (93.0, 3.2), (99.0, 1.8), (100.0, 0.1), (103.0, 0.4), (106.0, 0.1), (107.0, 2.0), (108.0, 3.4), (109.0, 0.3), (114.0, 0.7), (135.0, 1.0), (136.0, 11.7), (137.0, 2.4), (138.0, 0.6), (140.0, 0.5), (141.0, 0.5), (142.0, 0.6), (149.0, 0.5), (150.0, 2.1), (151.0, 8.6), (152.0, 4.3), (153.0, 0.7), (154.0, 0.6), (164.0, 2.5), (165.0, 15.4), (166.0, 36.9), (167.0, 5.7), (168.0, 1.6), (178.0, 0.5), (179.0, 2.6), (180.0, 17.4), (181.0, 100.0), (182.0, 15.4), (183.0, 4.5), (184.0, 0.4)]",3.5714285714285716
biological,"5-Methoxy-3-phenyl-1-pentanol, TMS derivative",C15H26O2Si,O(C)CCC(C=1C=CC=CC1)CCO[Si](C)(C)C,,"InChI=1S/C15H26O2Si/c1-16-12-10-15(11-13-17-18(2,3)4)14-8-6-5-7-9-14/h5-9,15H,10-13H2,1-4H3",OVIPZUOUIZPYFZ-UHFFFAOYSA-N,266.170206602,,,,MS1,,positive,"[(15.0, 18.4), (16.0, 0.2), (27.0, 12.1), (28.0, 2.2), (29.0, 6.1), (30.0, 0.2), (31.0, 2.2), (39.0, 2.6), (40.0, 1.4), (41.0, 2.3), (42.0, 0.1), (43.0, 3.4), (44.0, 9.8), (45.0, 100.0), (46.0, 2.5), (47.0, 0.2), (50.0, 0.1), (51.0, 2.9), (52.0, 1.7), (53.0, 4.4), (54.0, 1.8), (55.0, 5.0), (56.0, 3.2), (57.0, 8.0), (58.0, 18.0), (59.0, 10.5), (60.0, 3.3), (61.0, 0.9), (62.0, 0.6), (63.0, 1.4), (64.0, 0.9), (65.0, 4.0), (66.0, 0.2), (67.0, 0.8), (69.0, 0.7), (70.0, 1.1), (71.0, 1.4), (72.0, 5.1), (73.0, 26.1), (74.0, 11.5), (75.0, 3.7), (76.0, 1.7), (77.0, 17.3), (78.0, 3.1), (79.0, 1.6), (80.0, 0.9), (81.0, 1.3), (84.0, 1.5), (85.0, 2.2), (86.0, 3.8), (87.0, 6.9), (88.0, 9.3), (89.0, 5.9), (90.0, 7.4), (91.0, 11.7), (92.0, 2.0), (93.0, 3.2), (94.0, 0.2), (96.0, 0.6), (97.0, 0.1), (98.0, 0.6), (99.0, 0.6), (100.0, 1.5), (101.0, 3.6), (102.0, 4.3), (103.0, 16.1), (104.0, 19.5), (105.0, 7.8), (106.0, 2.0), (107.0, 0.1), (113.0, 0.6), (114.0, 0.6), (115.0, 0.8), (116.0, 5.1), (117.0, 19.2), (118.0, 26.9), (119.0, 11.0), (120.0, 1.6), (121.0, 0.7), (123.0, 0.6), (129.0, 1.0), (130.0, 0.3), (131.0, 2.8), (132.0, 5.9), (133.0, 2.3), (134.0, 3.1), (135.0, 1.0), (136.0, 0.1), (137.0, 0.5), (144.0, 0.5), (145.0, 1.2), (146.0, 0.8), (148.0, 3.2), (149.0, 12.9), (150.0, 1.9), (151.0, 0.1), (162.0, 3.2), (163.0, 2.7), (164.0, 0.4), (165.0, 0.6), (170.0, 0.1), (175.0, 0.5), (176.0, 3.4), (177.0, 17.4), (178.0, 3.6), (179.0, 1.6), (180.0, 0.2), (189.0, 0.5), (191.0, 1.8), (192.0, 2.2), (193.0, 0.9), (194.0, 0.2), (204.0, 0.5), (205.0, 0.6), (206.0, 0.1), (207.0, 1.1), (208.0, 0.2), (221.0, 1.3), (222.0, 1.3), (223.0, 0.2), (235.0, 0.5), (236.0, 4.4), (237.0, 0.8), (238.0, 0.2), (249.0, 0.5), (250.0, 9.1), (251.0, 21.1), (252.0, 4.4), (253.0, 1.1), (254.0, 0.1), (265.0, 0.5), (266.0, 94.1), (267.0, 20.2), (268.0, 5.5), (269.0, 0.7)]",3.5714285714285716
biological,"mono-Methyl isophthalate, TMS derivative",C12H16O4Si,O=C(OC)C1=CC=CC(=C1)C(=O)O[Si](C)(C)C,,"InChI=1S/C12H16O4Si/c1-15-11(13)9-6-5-7-10(8-9)12(14)16-17(2,3)4/h5-8H,1-4H3",ZRPPSTORXCSINR-UHFFFAOYSA-N,252.081785522,,,,MS1,,positive,"[(15.0, 2.7), (27.0, 1.3), (29.0, 2.1), (38.0, 0.6), (39.0, 1.3), (40.0, 0.7), (41.0, 0.6), (43.0, 2.0), (50.0, 0.7), (51.0, 2.0), (53.0, 3.1), (54.0, 0.1), (57.0, 1.4), (58.0, 4.2), (59.0, 2.0), (60.0, 0.4), (63.0, 1.9), (64.0, 0.1), (65.0, 1.6), (66.0, 0.7), (67.0, 1.1), (72.0, 0.8), (73.0, 90.1), (74.0, 12.6), (75.0, 8.2), (76.0, 5.5), (77.0, 0.3), (78.0, 2.2), (79.0, 1.6), (80.0, 0.2), (81.0, 0.5), (83.0, 0.7), (85.0, 0.7), (88.0, 0.1), (89.0, 5.0), (90.0, 1.1), (91.0, 1.4), (92.0, 2.1), (93.0, 0.1), (102.0, 1.2), (103.0, 4.2), (104.0, 36.5), (105.0, 3.3), (106.0, 0.2), (110.0, 0.4), (117.0, 2.7), (118.0, 0.9), (119.0, 0.1), (120.0, 0.2), (129.0, 0.6), (131.0, 0.7), (132.0, 9.3), (133.0, 2.4), (134.0, 1.3), (135.0, 6.7), (136.0, 0.5), (137.0, 1.3), (138.0, 0.1), (139.0, 0.7), (147.0, 0.6), (162.0, 1.3), (163.0, 88.3), (164.0, 9.3), (165.0, 0.9), (176.0, 0.7), (177.0, 2.6), (178.0, 4.3), (179.0, 0.9), (180.0, 0.2), (181.0, 0.8), (182.0, 0.1), (191.0, 1.9), (192.0, 0.2), (193.0, 55.6), (194.0, 8.9), (195.0, 2.7), (196.0, 0.2), (207.0, 3.2), (208.0, 1.1), (209.0, 0.9), (210.0, 0.1), (221.0, 21.0), (222.0, 11.3), (223.0, 3.0), (224.0, 1.2), (225.0, 0.2), (235.0, 1.2), (236.0, 3.4), (237.0, 24.2), (238.0, 6.1), (239.0, 1.6), (240.0, 0.2), (250.0, 1.2), (251.0, 19.1), (252.0, 100.0), (253.0, 18.8), (254.0, 5.6), (255.0, 0.6)]",3.5714285714285716
biological,"Aminohippuric acid, TMS derivative",C12H18N2O3Si,O=C(O[Si](C)(C)C)CNC(=O)C1=CC=C(N)C=C1,,"InChI=1S/C12H18N2O3Si/c1-18(2,3)17-11(15)8-14-12(16)9-4-6-10(13)7-5-9/h4-7H,8,13H2,1-3H3,(H,14,16)",KHCVEJYAKDIGEY-UHFFFAOYSA-N,266.108668966,,,,MS1,,positive,"[(15.0, 5.1), (27.0, 2.5), (28.0, 6.0), (29.0, 4.8), (30.0, 0.5), (38.0, 2.3), (39.0, 0.2), (41.0, 2.6), (42.0, 2.6), (43.0, 8.7), (44.0, 5.4), (45.0, 3.3), (46.0, 0.2), (47.0, 0.1), (50.0, 1.5), (51.0, 11.8), (52.0, 4.8), (53.0, 8.6), (54.0, 5.8), (55.0, 2.7), (56.0, 1.9), (57.0, 13.5), (58.0, 36.4), (59.0, 3.9), (60.0, 5.3), (61.0, 1.1), (63.0, 0.7), (64.0, 0.9), (65.0, 5.4), (66.0, 12.3), (67.0, 4.9), (68.0, 1.6), (69.0, 1.2), (70.0, 0.5), (71.0, 0.8), (72.0, 1.8), (73.0, 32.4), (74.0, 8.5), (75.0, 10.0), (76.0, 4.7), (77.0, 1.4), (78.0, 2.0), (79.0, 3.8), (80.0, 1.0), (82.0, 0.4), (84.0, 0.8), (85.0, 0.4), (86.0, 1.0), (87.0, 0.1), (88.0, 0.3), (89.0, 3.2), (90.0, 5.4), (91.0, 5.5), (92.0, 82.1), (93.0, 12.4), (94.0, 6.1), (95.0, 0.3), (96.0, 1.6), (97.0, 0.2), (99.0, 1.4), (100.0, 0.1), (101.0, 2.5), (102.0, 3.2), (103.0, 3.1), (104.0, 5.5), (105.0, 1.5), (106.0, 1.9), (107.0, 0.9), (108.0, 1.2), (109.0, 0.1), (110.0, 0.8), (114.0, 0.1), (115.0, 0.5), (116.0, 1.9), (117.0, 5.7), (118.0, 5.3), (119.0, 11.8), (120.0, 71.0), (121.0, 10.2), (122.0, 2.2), (123.0, 0.1), (127.0, 0.1), (129.0, 0.7), (130.0, 2.1), (131.0, 2.5), (132.0, 1.8), (133.0, 6.6), (134.0, 1.7), (135.0, 3.0), (136.0, 4.4), (137.0, 0.4), (141.0, 0.3), (144.0, 0.6), (145.0, 0.3), (146.0, 1.0), (147.0, 0.5), (149.0, 6.8), (150.0, 0.6), (158.0, 0.1), (159.0, 1.1), (160.0, 0.1), (176.0, 0.4), (177.0, 5.9), (178.0, 1.4), (179.0, 1.6), (180.0, 0.2), (191.0, 0.7), (192.0, 2.2), (193.0, 1.8), (194.0, 8.4), (195.0, 2.0), (196.0, 0.4), (207.0, 0.7), (208.0, 1.5), (209.0, 0.2), (210.0, 0.7), (211.0, 0.1), (220.0, 0.7), (221.0, 2.2), (222.0, 7.8), (223.0, 2.8), (224.0, 0.6), (225.0, 0.1), (235.0, 0.7), (236.0, 0.8), (237.0, 0.1), (249.0, 0.7), (250.0, 4.3), (251.0, 100.0), (252.0, 18.1), (253.0, 5.2), (254.0, 0.6), (266.0, 63.8), (267.0, 12.0), (268.0, 3.6), (269.0, 0.4)]",3.5714285714285716
biological,"Phenacetin, TMS Derivative",C13H21NO2Si,O=C(N(C1=CC=C(OCC)C=C1)[Si](C)(C)C)C,,"InChI=1S/C13H21NO2Si/c1-6-16-13-9-7-12(8-10-13)14(11(2)15)17(3,4)5/h7-10H,6H2,1-5H3",ZIAPSCIDVGWQKI-UHFFFAOYSA-N,251.134155442,,,,MS1,,positive,"[(15.0, 2.3), (27.0, 9.2), (28.0, 3.2), (29.0, 100.0), (30.0, 2.1), (31.0, 0.8), (38.0, 1.5), (39.0, 1.1), (40.0, 0.6), (41.0, 3.5), (42.0, 6.4), (43.0, 13.8), (44.0, 3.2), (45.0, 0.9), (46.0, 0.1), (50.0, 1.0), (51.0, 3.8), (52.0, 1.1), (53.0, 1.7), (54.0, 0.2), (55.0, 2.2), (56.0, 2.5), (57.0, 9.6), (58.0, 32.9), (59.0, 3.9), (60.0, 3.5), (61.0, 0.9), (63.0, 0.4), (64.0, 4.9), (65.0, 2.8), (66.0, 5.8), (67.0, 2.3), (68.0, 1.8), (69.0, 3.2), (70.0, 1.0), (71.0, 0.5), (72.0, 1.2), (73.0, 7.5), (74.0, 8.0), (75.0, 1.9), (76.0, 4.5), (77.0, 4.1), (78.0, 4.4), (79.0, 0.9), (80.0, 1.4), (81.0, 0.8), (82.0, 0.7), (84.0, 2.0), (85.0, 0.1), (86.0, 0.2), (87.0, 0.6), (89.0, 0.7), (90.0, 1.5), (91.0, 5.8), (92.0, 29.4), (93.0, 11.1), (94.0, 0.7), (95.0, 1.4), (96.0, 0.4), (99.0, 1.0), (100.0, 0.8), (101.0, 0.1), (102.0, 0.8), (103.0, 1.4), (104.0, 1.6), (105.0, 19.2), (106.0, 10.2), (107.0, 6.2), (108.0, 2.1), (109.0, 0.5), (115.0, 0.3), (116.0, 0.7), (117.0, 5.2), (118.0, 5.1), (119.0, 1.8), (120.0, 6.0), (121.0, 40.6), (122.0, 4.7), (123.0, 0.4), (131.0, 0.8), (132.0, 9.2), (133.0, 47.0), (134.0, 14.3), (135.0, 4.6), (136.0, 1.2), (137.0, 0.8), (146.0, 2.0), (147.0, 10.7), (148.0, 2.1), (149.0, 0.4), (161.0, 6.0), (162.0, 98.8), (163.0, 15.1), (164.0, 1.8), (165.0, 0.9), (166.0, 0.1), (177.0, 2.9), (178.0, 2.7), (179.0, 0.6), (180.0, 0.8), (181.0, 0.1), (191.0, 1.9), (192.0, 0.3), (193.0, 0.7), (194.0, 0.1), (206.0, 1.3), (207.0, 0.9), (208.0, 0.1), (221.0, 1.3), (222.0, 2.0), (223.0, 0.3), (235.0, 2.0), (236.0, 5.7), (237.0, 1.7), (238.0, 0.4), (251.0, 85.4), (252.0, 17.2), (253.0, 4.6), (254.0, 0.5)]",3.5714285714285716
biological,"Monobenzone, TMS derivative",C16H20O2Si,O(C1=CC=C(O[Si](C)(C)C)C=C1)CC=2C=CC=CC2,,"InChI=1S/C16H20O2Si/c1-19(2,3)18-16-11-9-15(10-12-16)17-13-14-7-5-4-6-8-14/h4-12H,13H2,1-3H3",RPULSTYMTNDHDB-UHFFFAOYSA-N,272.12325641,,,,MS1,,positive,"[(15.0, 1.1), (26.0, 0.1), (27.0, 3.7), (29.0, 1.5), (31.0, 0.3), (38.0, 0.7), (39.0, 3.3), (40.0, 0.3), (41.0, 2.6), (42.0, 0.4), (43.0, 3.2), (44.0, 5.0), (45.0, 1.2), (46.0, 0.2), (50.0, 1.7), (51.0, 8.8), (52.0, 4.2), (53.0, 1.1), (54.0, 0.1), (55.0, 0.2), (56.0, 0.3), (57.0, 5.3), (58.0, 10.5), (59.0, 1.2), (60.0, 1.0), (63.0, 4.5), (64.0, 5.6), (65.0, 7.7), (66.0, 1.7), (67.0, 0.6), (68.0, 1.0), (69.0, 0.6), (70.0, 1.5), (71.0, 0.3), (72.0, 1.2), (73.0, 3.5), (74.0, 2.8), (75.0, 2.1), (76.0, 8.7), (77.0, 9.1), (78.0, 1.8), (79.0, 1.3), (80.0, 0.9), (82.0, 1.4), (83.0, 0.2), (84.0, 1.0), (85.0, 0.5), (88.0, 0.1), (89.0, 1.3), (90.0, 7.5), (91.0, 100.0), (92.0, 22.4), (93.0, 4.3), (94.0, 0.2), (95.0, 0.4), (96.0, 0.7), (97.0, 1.1), (98.0, 0.1), (100.0, 0.1), (101.0, 0.9), (102.0, 0.3), (103.0, 1.5), (104.0, 0.7), (105.0, 2.5), (106.0, 3.7), (107.0, 1.8), (108.0, 5.4), (109.0, 2.8), (110.0, 1.1), (111.0, 0.4), (114.0, 0.1), (116.0, 0.8), (118.0, 1.1), (119.0, 0.9), (120.0, 2.2), (121.0, 0.3), (122.0, 2.0), (123.0, 3.1), (124.0, 0.4), (125.0, 1.0), (126.0, 0.6), (127.0, 1.3), (128.0, 0.5), (129.0, 0.5), (130.0, 0.4), (134.0, 1.9), (135.0, 11.7), (136.0, 0.7), (137.0, 6.6), (138.0, 3.5), (139.0, 1.5), (140.0, 0.6), (147.0, 0.4), (148.0, 0.5), (149.0, 1.4), (150.0, 4.7), (151.0, 9.1), (152.0, 2.9), (153.0, 1.4), (154.0, 0.2), (155.0, 0.5), (160.0, 0.4), (164.0, 1.7), (165.0, 5.5), (166.0, 12.1), (167.0, 2.3), (168.0, 0.6), (171.0, 0.4), (172.0, 0.4), (176.0, 0.4), (178.0, 0.8), (179.0, 0.3), (180.0, 0.9), (181.0, 5.8), (182.0, 2.2), (183.0, 3.8), (184.0, 0.5), (195.0, 0.7), (196.0, 0.1), (199.0, 0.4), (203.0, 0.3), (224.0, 0.3), (227.0, 0.3), (229.0, 0.4), (241.0, 1.5), (242.0, 4.1), (243.0, 0.8), (244.0, 0.2), (255.0, 0.3), (256.0, 1.9), (257.0, 9.1), (258.0, 1.9), (259.0, 0.5), (271.0, 1.1), (272.0, 51.0), (273.0, 11.6), (274.0, 3.1), (275.0, 0.4)]",3.5714285714285716
